InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
539293,22086,PAPER CHAIN KIT 50'S CHRISTMAS,16,2009-12-12 15:05:00,2.53,12839,United Kingdom
541898,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2009-12-13 09:49:00,2.76,13235,United Kingdom
541615,48187,DOORMAT HOME SWEET HOME,7,2009-12-13 10:39:00,7.02,13193,Germany
541615,21506,FANCY FONT BIRTHDAY CARD,8,2009-12-13 10:39:00,0.44,13193,Germany
541615,48187,DOORMAT HOME SWEET HOME,16,2009-12-13 10:39:00,7.12,13193,Germany
541615,22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,18,2009-12-13 10:39:00,1.72,13193,Germany
541615,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,19,2009-12-13 10:39:00,4.08,13193,Germany
541615,22752,SET 7 BABUSHKA NESTING BOXES,6,2009-12-13 10:39:00,7.2,13193,Germany
537482,22960,JAM MAKING SET WITH JARS,15,2009-12-13 11:22:00,4.57,12535,France
537482,22960,JAM MAKING SET WITH JARS,4,2009-12-13 11:22:00,4.53,12535,France
537482,22086,PAPER CHAIN KIT 50'S CHRISTMAS,4,2009-12-13 11:22:00,2.48,12535,France
537736,48187,DOORMAT HOME SWEET HOME,4,2009-12-13 15:19:00,7.48,12587,EIRE
537736,22960,JAM MAKING SET WITH JARS,6,2009-12-13 15:19:00,4.04,12587,EIRE
542161,22138,BAKING SET 9 PIECE RETROSPOT,5,2009-12-13 18:21:00,5.02,,United Kingdom
538205,84406B,CREAM CUPID HEARTS COAT HANGER,9,2009-12-14 09:00:00,2.98,12667,United Kingdom
538205,22138,BAKING SET 9 PIECE RETROSPOT,5,2009-12-14 09:00:00,5.04,12667,United Kingdom
538205,23203,JUMBO BAG VINTAGE DOILY,13,2009-12-14 09:00:00,2.12,12667,United Kingdom
538205,22138,BAKING SET 9 PIECE RETROSPOT,15,2009-12-14 09:00:00,4.76,12667,United Kingdom
538205,21730,GLASS STAR FROSTED T-LIGHT HOLDER,7,2009-12-14 09:00:00,3.88,12667,United Kingdom
538205,23203,JUMBO BAG VINTAGE DOILY,16,2009-12-14 09:00:00,1.79,12667,United Kingdom
538205,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,12,2009-12-14 09:00:00,3.55,12667,United Kingdom
540925,22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,17,2009-12-14 11:57:00,1.78,13091,United Kingdom
540925,22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,1,2009-12-14 11:57:00,1.61,13091,United Kingdom
540925,22086,PAPER CHAIN KIT 50'S CHRISTMAS,8,2009-12-14 11:57:00,2.69,13091,United Kingdom
540925,21730,GLASS STAR FROSTED T-LIGHT HOLDER,17,2009-12-14 11:57:00,3.93,13091,United Kingdom
536658,22960,JAM MAKING SET WITH JARS,17,2009-12-14 13:03:00,4.37,12399,United Kingdom
536658,84406B,CREAM CUPID HEARTS COAT HANGER,17,2009-12-14 13:03:00,2.58,12399,United Kingdom
536658,22752,SET 7 BABUSHKA NESTING BOXES,4,2009-12-14 13:03:00,7.8,12399,United Kingdom
536658,22752,SET 7 BABUSHKA NESTING BOXES,18,2009-12-14 13:03:00,7.38,12399,United Kingdom
536658,84879,ASSORTED COLOUR BIRD ORNAMENT,10,2009-12-14 13:03:00,1.61,12399,United Kingdom
542142,22423,REGENCY CAKESTAND 3 TIER,5,2009-12-14 13:26:00,12.63,,Spain
541989,21212,PACK OF 72 RETROSPOT CAKE CASES,3,2009-12-14 14:17:00,0.55,,Australia
538756,71053,WHITE METAL LANTERN,20,2009-12-14 15:12:00,3.15,12772,EIRE
538756,84879,ASSORTED COLOUR BIRD ORNAMENT,9,2009-12-14 15:12:00,1.64,12772,EIRE
538756,21754,HOME BUILDING BLOCK WORD,1,2009-12-14 15:12:00,5.82,12772,EIRE
539865,85123A,WHITE HANGING HEART T-LIGHT HOLDER,17,2009-12-15 09:28:00,2.63,12930,United Kingdom
539865,21212,PACK OF 72 RETROSPOT CAKE CASES,18,2009-12-15 09:28:00,0.53,12930,United Kingdom
542412,22423,REGENCY CAKESTAND 3 TIER,2,2009-12-15 14:25:00,13.94,,Germany
539716,71053,WHITE METAL LANTERN,4,2009-12-15 18:22:00,3.35,12910,United Kingdom
539716,23298,SPACEBOY LUNCH BOX,17,2009-12-15 18:22:00,1.89,12910,United Kingdom
539716,23298,SPACEBOY LUNCH BOX,15,2009-12-15 18:22:00,2.14,12910,United Kingdom
539716,22086,PAPER CHAIN KIT 50'S CHRISTMAS,17,2009-12-15 18:22:00,2.6,12910,United Kingdom
539716,22423,REGENCY CAKESTAND 3 TIER,5,2009-12-15 18:22:00,12.26,12910,United Kingdom
539716,22086,PAPER CHAIN KIT 50'S CHRISTMAS,11,2009-12-15 18:22:00,2.7,12910,United Kingdom
539716,23203,JUMBO BAG VINTAGE DOILY,7,2009-12-15 18:22:00,1.77,12910,United Kingdom
538315,23298,SPACEBOY LUNCH BOX,13,2009-12-15 18:42:00,2.11,12690,Netherlands
538315,22960,JAM MAKING SET WITH JARS,2,2009-12-15 18:42:00,4.65,12690,Netherlands
538315,21506,FANCY FONT BIRTHDAY CARD,16,2009-12-15 18:42:00,0.45,12690,Netherlands
538315,84406B,CREAM CUPID HEARTS COAT HANGER,2,2009-12-15 18:42:00,2.72,12690,Netherlands
538315,84879,ASSORTED COLOUR BIRD ORNAMENT,6,2009-12-15 18:42:00,1.79,12690,Netherlands
538315,71053,WHITE METAL LANTERN,1,2009-12-15 18:42:00,3.21,12690,Netherlands
538315,21730,GLASS STAR FROSTED T-LIGHT HOLDER,2,2009-12-15 18:42:00,4.58,12690,Netherlands
538315,22138,BAKING SET 9 PIECE RETROSPOT,3,2009-12-15 18:42:00,4.47,12690,Netherlands
536653,48187,DOORMAT HOME SWEET HOME,5,2009-12-16 08:58:00,7.39,12396,United Kingdom
536653,23298,SPACEBOY LUNCH BOX,12,2009-12-16 08:58:00,1.91,12396,United Kingdom
536653,85123A,WHITE HANGING HEART T-LIGHT HOLDER,10,2009-12-16 08:58:00,2.47,12396,United Kingdom
536653,22960,JAM MAKING SET WITH JARS,15,2009-12-16 08:58:00,4.57,12396,United Kingdom
536653,84406B,CREAM CUPID HEARTS COAT HANGER,7,2009-12-16 08:58:00,2.88,12396,United Kingdom
536653,22086,PAPER CHAIN KIT 50'S CHRISTMAS,14,2009-12-16 08:58:00,2.7,12396,United Kingdom
542217,22752,SET 7 BABUSHKA NESTING BOXES,2,2009-12-16 09:44:00,7.96,,United Kingdom
542434,22752,SET 7 BABUSHKA NESTING BOXES,1,2009-12-16 11:08:00,8.24,,United Kingdom
538680,22423,REGENCY CAKESTAND 3 TIER,17,2009-12-16 12:25:00,13.53,12760,United Kingdom
537178,48187,DOORMAT HOME SWEET HOME,14,2009-12-16 13:01:00,6.52,12475,United Kingdom
537178,22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,13,2009-12-16 13:01:00,1.54,12475,United Kingdom
537178,21730,GLASS STAR FROSTED T-LIGHT HOLDER,20,2009-12-16 13:01:00,4.37,12475,United Kingdom
537178,22197,SMALL POPCORN HOLDER,3,2009-12-16 13:01:00,0.93,12475,United Kingdom
537178,22423,REGENCY CAKESTAND 3 TIER,16,2009-12-16 13:01:00,12.9,12475,United Kingdom
537178,22086,PAPER CHAIN KIT 50'S CHRISTMAS,13,2009-12-16 13:01:00,2.46,12475,United Kingdom
537344,48187,DOORMAT HOME SWEET HOME,4,2009-12-16 17:42:00,6.39,12503,United Kingdom
537344,84406B,CREAM CUPID HEARTS COAT HANGER,10,2009-12-16 17:42:00,2.58,12503,United Kingdom
537344,48187,DOORMAT HOME SWEET HOME,3,2009-12-16 17:42:00,6.78,12503,United Kingdom
537344,22423,REGENCY CAKESTAND 3 TIER,18,2009-12-16 17:42:00,12.21,12503,United Kingdom
537344,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2009-12-16 17:42:00,1.74,12503,United Kingdom
537344,84406B,CREAM CUPID HEARTS COAT HANGER,19,2009-12-16 17:42:00,2.76,12503,United Kingdom
537344,71053,WHITE METAL LANTERN,16,2009-12-16 17:42:00,3.24,12503,United Kingdom
537344,21754,HOME BUILDING BLOCK WORD,5,2009-12-16 17:42:00,5.59,12503,United Kingdom
538594,84406B,CREAM CUPID HEARTS COAT HANGER,19,2009-12-17 08:50:00,2.8,12746,United Kingdom
538594,21506,FANCY FONT BIRTHDAY CARD,9,2009-12-17 08:50:00,0.46,12746,United Kingdom
538594,48187,DOORMAT HOME SWEET HOME,14,2009-12-17 08:50:00,7.23,12746,United Kingdom
538594,21506,FANCY FONT BIRTHDAY CARD,9,2009-12-17 08:50:00,0.42,12746,United Kingdom
538594,84406B,CREAM CUPID HEARTS COAT HANGER,15,2009-12-17 08:50:00,2.54,12746,United Kingdom
538594,22752,SET 7 BABUSHKA NESTING BOXES,10,2009-12-17 08:50:00,8.06,12746,United Kingdom
538594,22138,BAKING SET 9 PIECE RETROSPOT,13,2009-12-17 08:50:00,4.87,12746,United Kingdom
541872,21754,HOME BUILDING BLOCK WORD,4,2009-12-17 08:52:00,6.29,13228,United Kingdom
541872,22197,SMALL POPCORN HOLDER,1,2009-12-17 08:52:00,0.79,13228,United Kingdom
541872,71053,WHITE METAL LANTERN,4,2009-12-17 08:52:00,3.41,13228,United Kingdom
541872,84406B,CREAM CUPID HEARTS COAT HANGER,18,2009-12-17 08:52:00,2.52,13228,United Kingdom
541872,21212,PACK OF 72 RETROSPOT CAKE CASES,2,2009-12-17 08:52:00,0.55,13228,United Kingdom
541248,84029E,RED WOOLLY HOTTIE WHITE HEART,10,2009-12-17 10:57:00,3.42,13146,United Kingdom
541248,21730,GLASS STAR FROSTED T-LIGHT HOLDER,17,2009-12-17 10:57:00,3.92,13146,United Kingdom
539363,22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,13,2009-12-17 12:39:00,1.5,12852,United Kingdom
539363,48187,DOORMAT HOME SWEET HOME,6,2009-12-17 12:39:00,7.15,12852,United Kingdom
537134,22960,JAM MAKING SET WITH JARS,20,2009-12-17 12:59:00,4.26,12468,United Kingdom
537134,84879,ASSORTED COLOUR BIRD ORNAMENT,11,2009-12-17 12:59:00,1.83,12468,United Kingdom
537134,22197,SMALL POPCORN HOLDER,7,2009-12-17 12:59:00,0.82,12468,United Kingdom
537134,22960,JAM MAKING SET WITH JARS,7,2009-12-17 12:59:00,4.53,12468,United Kingdom
537134,22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,14,2009-12-17 12:59:00,1.56,12468,United Kingdom
537907,22138,BAKING SET 9 PIECE RETROSPOT,14,2009-12-17 15:46:00,5.15,12625,United Kingdom
537907,23203,JUMBO BAG VINTAGE DOILY,20,2009-12-17 15:46:00,2.08,12625,United Kingdom
537907,84406B,CREAM CUPID HEARTS COAT HANGER,7,2009-12-17 15:46:00,2.69,12625,United Kingdom
537907,71053,WHITE METAL LANTERN,14,2009-12-17 15:46:00,3.49,12625,United Kingdom
537907,84029E,RED WOOLLY HOTTIE WHITE HEART,19,2009-12-17 15:46:00,3.39,12625,United Kingdom
537907,84406B,CREAM CUPID HEARTS COAT HANGER,4,2009-12-17 15:46:00,2.91,12625,United Kingdom
537907,21730,GLASS STAR FROSTED T-LIGHT HOLDER,18,2009-12-17 15:46:00,4.15,12625,United Kingdom
540600,22752,SET 7 BABUSHKA NESTING BOXES,20,2009-12-17 17:39:00,7.34,13033,France
540600,23298,SPACEBOY LUNCH BOX,10,2009-12-17 17:39:00,2.01,13033,France
540600,21506,FANCY FONT BIRTHDAY CARD,16,2009-12-17 17:39:00,0.38,13033,France
540600,85123A,WHITE HANGING HEART T-LIGHT HOLDER,7,2009-12-17 17:39:00,2.44,13033,France
540600,48187,DOORMAT HOME SWEET HOME,6,2009-12-17 17:39:00,6.47,13033,France
540600,22138,BAKING SET 9 PIECE RETROSPOT,11,2009-12-17 17:39:00,4.59,13033,France
540600,21212,PACK OF 72 RETROSPOT CAKE CASES,5,2009-12-17 17:39:00,0.6,13033,France
538727,21506,FANCY FONT BIRTHDAY CARD,2,2009-12-18 10:13:00,0.38,12764,United Kingdom
542185,48187,DOORMAT HOME SWEET HOME,3,2009-12-18 12:15:00,7.08,,United Kingdom
540126,22197,SMALL POPCORN HOLDER,14,2009-12-18 12:45:00,0.78,12954,United Kingdom
540126,22752,SET 7 BABUSHKA NESTING BOXES,1,2009-12-18 12:45:00,8.09,12954,United Kingdom
540126,84879,ASSORTED COLOUR BIRD ORNAMENT,5,2009-12-18 12:45:00,1.75,12954,United Kingdom
538988,21212,PACK OF 72 RETROSPOT CAKE CASES,5,2009-12-18 18:05:00,0.5,12800,United Kingdom
C539555,22423,REGENCY CAKESTAND 3 TIER,-6,2009-12-18 18:47:00,11.63,12892,United Kingdom
C539555,23203,JUMBO BAG VINTAGE DOILY,-15,2009-12-18 18:47:00,1.77,12892,United Kingdom
C539555,21730,GLASS STAR FROSTED T-LIGHT HOLDER,-1,2009-12-18 18:47:00,4.24,12892,United Kingdom
C539555,22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,-4,2009-12-18 18:47:00,1.62,12892,United Kingdom
C539555,23298,SPACEBOY LUNCH BOX,-5,2009-12-18 18:47:00,1.85,12892,United Kingdom
C539555,22752,SET 7 BABUSHKA NESTING BOXES,-11,2009-12-18 18:47:00,7.4,12892,United Kingdom
C539555,22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,-18,2009-12-18 18:47:00,1.5,12892,United Kingdom
539312,22086,PAPER CHAIN KIT 50'S CHRISTMAS,19,2009-12-18 19:31:00,2.54,12843,Italy
539312,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,10,2009-12-18 19:31:00,4.03,12843,Italy
539312,84406B,CREAM CUPID HEARTS COAT HANGER,15,2009-12-18 19:31:00,2.98,12843,Italy
539312,23203,JUMBO BAG VINTAGE DOILY,10,2009-12-18 19:31:00,1.92,12843,Italy
539312,23203,JUMBO BAG VINTAGE DOILY,2,2009-12-18 19:31:00,2.12,12843,Italy
539312,22197,SMALL POPCORN HOLDER,6,2009-12-18 19:31:00,0.9,12843,Italy
537810,84029E,RED WOOLLY HOTTIE WHITE HEART,19,2009-12-19 11:41:00,3.52,12604,United Kingdom
539116,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,16,2009-12-19 13:08:00,3.52,12815,Germany
539116,21754,HOME BUILDING BLOCK WORD,10,2009-12-19 13:08:00,5.52,12815,Germany
539116,22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,16,2009-12-19 13:08:00,1.77,12815,Germany
539203,22960,JAM MAKING SET WITH JARS,16,2009-12-19 13:34:00,4.2,12827,Germany
539203,22197,SMALL POPCORN HOLDER,12,2009-12-19 13:34:00,0.92,12827,Germany
539203,84879,ASSORTED COLOUR BIRD ORNAMENT,16,2009-12-19 13:34:00,1.69,12827,Germany
539203,85123A,WHITE HANGING HEART T-LIGHT HOLDER,11,2009-12-19 13:34:00,2.35,12827,Germany
539203,23298,SPACEBOY LUNCH BOX,12,2009-12-19 13:34:00,2.12,12827,Germany
539203,71053,WHITE METAL LANTERN,13,2009-12-19 13:34:00,3.37,12827,Germany
539203,22197,SMALL POPCORN HOLDER,14,2009-12-19 13:34:00,0.92,12827,Germany
540926,22086,PAPER CHAIN KIT 50'S CHRISTMAS,5,2009-12-19 18:39:00,2.4,13091,United Kingdom
540926,84879,ASSORTED COLOUR BIRD ORNAMENT,6,2009-12-19 18:39:00,1.71,13091,United Kingdom
539977,84879,ASSORTED COLOUR BIRD ORNAMENT,20,2009-12-20 08:16:00,1.84,12941,Netherlands
539977,22752,SET 7 BABUSHKA NESTING BOXES,18,2009-12-20 08:16:00,8.21,12941,Netherlands
539977,23203,JUMBO BAG VINTAGE DOILY,19,2009-12-20 08:16:00,1.9,12941,Netherlands
539977,22752,SET 7 BABUSHKA NESTING BOXES,4,2009-12-20 08:16:00,7.86,12941,Netherlands
539977,21506,FANCY FONT BIRTHDAY CARD,10,2009-12-20 08:16:00,0.44,12941,Netherlands
539977,22960,JAM MAKING SET WITH JARS,15,2009-12-20 08:16:00,4.62,12941,Netherlands
540744,23203,JUMBO BAG VINTAGE DOILY,6,2009-12-20 13:39:00,1.96,13056,France
540744,84029E,RED WOOLLY HOTTIE WHITE HEART,4,2009-12-20 13:39:00,3.96,13056,France
C536650,21506,FANCY FONT BIRTHDAY CARD,-10,2009-12-20 13:41:00,0.46,12396,United Kingdom
C536650,22197,SMALL POPCORN HOLDER,-5,2009-12-20 13:41:00,0.9,12396,United Kingdom
C536650,22086,PAPER CHAIN KIT 50'S CHRISTMAS,-11,2009-12-20 13:41:00,2.65,12396,United Kingdom
C536650,21506,FANCY FONT BIRTHDAY CARD,-2,2009-12-20 13:41:00,0.39,12396,United Kingdom
C536650,21754,HOME BUILDING BLOCK WORD,-4,2009-12-20 13:41:00,5.72,12396,United Kingdom
542069,22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,9,2009-12-20 13:51:00,1.79,,United Kingdom
538303,21506,FANCY FONT BIRTHDAY CARD,2,2009-12-20 13:53:00,0.44,12684,United Kingdom
538303,71053,WHITE METAL LANTERN,14,2009-12-20 13:53:00,3.09,12684,United Kingdom
538303,22423,REGENCY CAKESTAND 3 TIER,19,2009-12-20 13:53:00,12.81,12684,United Kingdom
538303,84406B,CREAM CUPID HEARTS COAT HANGER,2,2009-12-20 13:53:00,2.72,12684,United Kingdom
538303,22138,BAKING SET 9 PIECE RETROSPOT,4,2009-12-20 13:53:00,4.84,12684,United Kingdom
539099,23203,JUMBO BAG VINTAGE DOILY,10,2009-12-20 14:18:00,1.9,12810,France
539099,21730,GLASS STAR FROSTED T-LIGHT HOLDER,9,2009-12-20 14:18:00,4.59,12810,France
539099,21506,FANCY FONT BIRTHDAY CARD,7,2009-12-20 14:18:00,0.39,12810,France
539099,85123A,WHITE HANGING HEART T-LIGHT HOLDER,19,2009-12-20 14:18:00,2.51,12810,France
540029,22423,REGENCY CAKESTAND 3 TIER,7,2009-12-20 15:37:00,11.59,12945,United Kingdom
540029,84406B,CREAM CUPID HEARTS COAT HANGER,7,2009-12-20 15:37:00,2.76,12945,United Kingdom
540029,23203,JUMBO BAG VINTAGE DOILY,3,2009-12-20 15:37:00,2.0,12945,United Kingdom
540029,23203,JUMBO BAG VINTAGE DOILY,18,2009-12-20 15:37:00,2.12,12945,United Kingdom
538632,48187,DOORMAT HOME SWEET HOME,7,2009-12-21 08:58:00,7.17,12751,United Kingdom
538632,48187,DOORMAT HOME SWEET HOME,10,2009-12-21 08:58:00,7.06,12751,United Kingdom
538632,22752,SET 7 BABUSHKA NESTING BOXES,10,2009-12-21 08:58:00,7.44,12751,United Kingdom
538632,22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,4,2009-12-21 08:58:00,1.62,12751,United Kingdom
536958,21506,FANCY FONT BIRTHDAY CARD,13,2009-12-21 11:24:00,0.46,12438,United Kingdom
540135,84029E,RED WOOLLY HOTTIE WHITE HEART,8,2009-12-21 11:28:00,3.46,12959,United Kingdom
540135,21212,PACK OF 72 RETROSPOT CAKE CASES,16,2009-12-21 11:28:00,0.5,12959,United Kingdom
540135,84406B,CREAM CUPID HEARTS COAT HANGER,5,2009-12-21 11:28:00,2.69,12959,United Kingdom
540135,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,2009-12-21 11:28:00,2.75,12959,United Kingdom
540135,22752,SET 7 BABUSHKA NESTING BOXES,20,2009-12-21 11:28:00,7.08,12959,United Kingdom
540135,48187,DOORMAT HOME SWEET HOME,19,2009-12-21 11:28:00,6.6,12959,United Kingdom
540135,22423,REGENCY CAKESTAND 3 TIER,13,2009-12-21 11:28:00,11.82,12959,United Kingdom
539543,21212,PACK OF 72 RETROSPOT CAKE CASES,8,2009-12-21 12:33:00,0.57,12884,United Kingdom
539543,22197,SMALL POPCORN HOLDER,15,2009-12-21 12:33:00,0.86,12884,United Kingdom
539543,23298,SPACEBOY LUNCH BOX,16,2009-12-21 12:33:00,1.78,12884,United Kingdom
539543,22960,JAM MAKING SET WITH JARS,6,2009-12-21 12:33:00,4.51,12884,United Kingdom
538335,21754,HOME BUILDING BLOCK WORD,11,2009-12-22 11:58:00,5.64,12696,United Kingdom
538335,48187,DOORMAT HOME SWEET HOME,5,2009-12-22 11:58:00,6.42,12696,United Kingdom
539798,22960,JAM MAKING SET WITH JARS,12,2009-12-22 14:20:00,3.86,12920,Belgium
539798,22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,11,2009-12-22 14:20:00,1.57,12920,Belgium
539798,21754,HOME BUILDING BLOCK WORD,17,2009-12-22 14:20:00,6.41,12920,Belgium
539798,23203,JUMBO BAG VINTAGE DOILY,17,2009-12-22 14:20:00,2.09,12920,Belgium
539798,71053,WHITE METAL LANTERN,13,2009-12-22 14:20:00,3.44,12920,Belgium
539798,22960,JAM MAKING SET WITH JARS,8,2009-12-22 14:20:00,4.32,12920,Belgium
537925,22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,11,2009-12-22 16:11:00,1.68,12627,United Kingdom
537925,21506,FANCY FONT BIRTHDAY CARD,9,2009-12-22 16:11:00,0.41,12627,United Kingdom
537925,23298,SPACEBOY LUNCH BOX,12,2009-12-22 16:11:00,1.9,12627,United Kingdom
537925,84879,ASSORTED COLOUR BIRD ORNAMENT,19,2009-12-22 16:11:00,1.82,12627,United Kingdom
542321,21212,PACK OF 72 RETROSPOT CAKE CASES,7,2009-12-22 17:13:00,0.6,,United Kingdom
541621,21212,PACK OF 72 RETROSPOT CAKE CASES,15,2009-12-22 18:33:00,0.55,13193,Germany
541621,84406B,CREAM CUPID HEARTS COAT HANGER,2,2009-12-22 18:33:00,2.53,13193,Germany
541621,85123A,WHITE HANGING HEART T-LIGHT HOLDER,13,2009-12-22 18:33:00,2.32,13193,Germany
541621,22423,REGENCY CAKESTAND 3 TIER,1,2009-12-22 18:33:00,13.39,13193,Germany
536792,84406B,CREAM CUPID HEARTS COAT HANGER,10,2009-12-23 08:08:00,2.93,12416,United Kingdom
536792,21754,HOME BUILDING BLOCK WORD,15,2009-12-23 08:08:00,5.55,12416,United Kingdom
536792,22086,PAPER CHAIN KIT 50'S CHRISTMAS,4,2009-12-23 08:08:00,2.54,12416,United Kingdom
536792,21754,HOME BUILDING BLOCK WORD,8,2009-12-23 08:08:00,5.64,12416,United Kingdom
536792,22752,SET 7 BABUSHKA NESTING BOXES,3,2009-12-23 08:08:00,7.05,12416,United Kingdom
536792,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2009-12-23 08:08:00,2.77,12416,United Kingdom
536792,84879,ASSORTED COLOUR BIRD ORNAMENT,13,2009-12-23 08:08:00,1.78,12416,United Kingdom
536792,22423,REGENCY CAKESTAND 3 TIER,9,2009-12-23 08:08:00,13.17,12416,United Kingdom
540928,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,2,2009-12-23 11:11:00,3.65,13091,United Kingdom
540928,84879,ASSORTED COLOUR BIRD ORNAMENT,9,2009-12-23 11:11:00,1.75,13091,United Kingdom
540928,21754,HOME BUILDING BLOCK WORD,3,2009-12-23 11:11:00,5.49,13091,United Kingdom
540928,21754,HOME BUILDING BLOCK WORD,1,2009-12-23 11:11:00,6.09,13091,United Kingdom
540928,84406B,CREAM CUPID HEARTS COAT HANGER,14,2009-12-23 11:11:00,2.72,13091,United Kingdom
540928,85123A,WHITE HANGING HEART T-LIGHT HOLDER,18,2009-12-23 11:11:00,2.59,13091,United Kingdom
540928,23203,JUMBO BAG VINTAGE DOILY,4,2009-12-23 11:11:00,2.03,13091,United Kingdom
540928,84029E,RED WOOLLY HOTTIE WHITE HEART,17,2009-12-23 11:11:00,3.46,13091,United Kingdom
536911,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2009-12-23 14:04:00,2.41,12428,United Kingdom
537461,71053,WHITE METAL LANTERN,15,2009-12-24 10:42:00,3.32,12529,United Kingdom
539500,48187,DOORMAT HOME SWEET HOME,13,2009-12-24 14:00:00,7.6,12878,United Kingdom
539500,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,3,2009-12-24 14:00:00,3.99,12878,United Kingdom
539500,21754,HOME BUILDING BLOCK WORD,6,2009-12-24 14:00:00,6.01,12878,United Kingdom
539500,84029E,RED WOOLLY HOTTIE WHITE HEART,3,2009-12-24 14:00:00,3.9,12878,United Kingdom
539500,21506,FANCY FONT BIRTHDAY CARD,11,2009-12-24 14:00:00,0.42,12878,United Kingdom
539500,22960,JAM MAKING SET WITH JARS,8,2009-12-24 14:00:00,4.13,12878,United Kingdom
538639,22423,REGENCY CAKESTAND 3 TIER,8,2009-12-24 15:07:00,11.7,12753,Germany
538639,84879,ASSORTED COLOUR BIRD ORNAMENT,16,2009-12-24 15:07:00,1.55,12753,Germany
538639,23298,SPACEBOY LUNCH BOX,2,2009-12-24 15:07:00,2.1,12753,Germany
538639,22752,SET 7 BABUSHKA NESTING BOXES,13,2009-12-24 15:07:00,8.32,12753,Germany
538639,84406B,CREAM CUPID HEARTS COAT HANGER,9,2009-12-24 15:07:00,2.93,12753,Germany
538639,21212,PACK OF 72 RETROSPOT CAKE CASES,15,2009-12-24 15:07:00,0.5,12753,Germany
538639,23298,SPACEBOY LUNCH BOX,11,2009-12-24 15:07:00,1.77,12753,Germany
538639,21212,PACK OF 72 RETROSPOT CAKE CASES,9,2009-12-24 15:07:00,0.58,12753,Germany
540533,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2009-12-24 15:41:00,2.31,13023,United Kingdom
540533,22086,PAPER CHAIN KIT 50'S CHRISTMAS,12,2009-12-24 15:41:00,2.37,13023,United Kingdom
540533,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2009-12-24 15:41:00,2.46,13023,United Kingdom
537903,21212,PACK OF 72 RETROSPOT CAKE CASES,7,2009-12-24 15:47:00,0.56,12624,Germany
537903,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,5,2009-12-24 15:47:00,3.83,12624,Germany
537903,84406B,CREAM CUPID HEARTS COAT HANGER,10,2009-12-24 15:47:00,2.66,12624,Germany
542219,84879,ASSORTED COLOUR BIRD ORNAMENT,7,2009-12-24 17:56:00,1.54,,United Kingdom
538644,22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,6,2009-12-24 18:03:00,1.69,12755,United Kingdom
538644,22086,PAPER CHAIN KIT 50'S CHRISTMAS,6,2009-12-24 18:03:00,2.54,12755,United Kingdom
538644,84029E,RED WOOLLY HOTTIE WHITE HEART,13,2009-12-24 18:03:00,3.52,12755,United Kingdom
538644,22960,JAM MAKING SET WITH JARS,2,2009-12-24 18:03:00,4.41,12755,United Kingdom
538644,22752,SET 7 BABUSHKA NESTING BOXES,20,2009-12-24 18:03:00,7.21,12755,United Kingdom
541394,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,4,2009-12-24 18:13:00,4.09,13164,Portugal
541394,22197,SMALL POPCORN HOLDER,12,2009-12-24 18:13:00,0.82,13164,Portugal
541394,22423,REGENCY CAKESTAND 3 TIER,10,2009-12-24 18:13:00,11.62,13164,Portugal
541394,21212,PACK OF 72 RETROSPOT CAKE CASES,3,2009-12-24 18:13:00,0.54,13164,Portugal
541394,22752,SET 7 BABUSHKA NESTING BOXES,11,2009-12-24 18:13:00,8.33,13164,Portugal
541394,22138,BAKING SET 9 PIECE RETROSPOT,18,2009-12-24 18:13:00,4.51,13164,Portugal
541394,22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,3,2009-12-24 18:13:00,1.79,13164,Portugal
540511,22423,REGENCY CAKESTAND 3 TIER,16,2009-12-24 18:24:00,11.78,13017,United Kingdom
